number,sci_name,sex,predicted_attractiveness_sex_model,sd_sex_model
6136,Hemitriccus orbitatus,unknown,5.2399,0.056
6137,Hemitriccus rufigularis,unknown,4.9785,0.0561
6138,Hemitriccus spodiops,unknown,4.9468,0.0488
6139,Hemitriccus striaticollis,unknown,6.2456,0.0582
6140,Hemitriccus zosterops,unknown,5.3793,0.0597
6141,Hemixos castanonotus,unknown,6.1437,0.0648
6142,Hemixos cinereus,unknown,5.4018,0.054
6143,Hemixos flavala,unknown,6.3691,0.0584
6144,Henicopernis infuscatus,unknown,5.9153,0.0686
6145,Henicopernis longicauda,unknown,5.9867,0.049
6146,Henicophaps albifrons,unknown,6.0622,0.0621
6147,Henicorhina anachoreta,unknown,5.5184,0.0484
6148,Henicorhina leucophrys,unknown,5.7077,0.0545
6149,Henicorhina leucoptera,unknown,6.0841,0.0494
6150,Henicorhina leucosticta,unknown,5.2041,0.0554
6151,Henicorhina negreti,unknown,6.0675,0.0624
6152,Herpetotheres cachinnans,unknown,6.9819,0.0887
6153,Herpsilochmus atricapillus,female,5.81,0.0422
6154,Herpsilochmus atricapillus,male,5.234,NA
6155,Herpsilochmus atricapillus,unknown,5.5746,0.0498
6156,Herpsilochmus axillaris,female,5.5333,0.0626
6157,Herpsilochmus axillaris,male,5.8512,0.0461
6158,Herpsilochmus axillaris,unknown,5.1605,0.0536
6159,Herpsilochmus dorsimaculatus,female,6.1768,0.0656
6160,Herpsilochmus dorsimaculatus,male,5.396,0.0735
6161,Herpsilochmus dorsimaculatus,unknown,5.9311,0.0527
6162,Herpsilochmus dugandi,male,5.6237,0.0463
6163,Herpsilochmus dugandi,unknown,5.2396,0.0554
6164,Herpsilochmus gentryi,unknown,4.0665,0.0719
6165,Herpsilochmus longirostris,female,6.0275,0.0739
6166,Herpsilochmus longirostris,male,5.2085,0.0518
6167,Herpsilochmus longirostris,unknown,5.8973,0.0638
6168,Herpsilochmus motacilloides,unknown,5.2608,0.0543
6169,Herpsilochmus parkeri,male,5.5453,0.0746
6170,Herpsilochmus parkeri,unknown,5.5327,0.0631
6171,Herpsilochmus pectoralis,female,5.021,0.0282
6172,Herpsilochmus pectoralis,male,5.6234,0.0432
6173,Herpsilochmus pectoralis,unknown,5.8142,0.0642
6174,Herpsilochmus pileatus,male,5.4522,0.0538
6175,Herpsilochmus pileatus,unknown,5.4487,0.0641
6176,Herpsilochmus praedictus,unknown,5.4338,0.0502
6177,Herpsilochmus roraimae,unknown,5.3563,0.05
6178,Herpsilochmus rufimarginatus,male,6.1719,0.048
6179,Herpsilochmus rufimarginatus,unknown,6.082,0.0708
6180,Herpsilochmus sellowi,male,5.5388,0.0375
6181,Herpsilochmus sellowi,unknown,5.5788,0.0507
6182,Herpsilochmus stictocephalus,unknown,5.2982,0.0517
6183,Herpsilochmus sticturus,unknown,5.2405,0.0518
6184,Herpsilochmus stotzi,unknown,4.32,0.0995
6185,Heterocercus aurantiivertex,female,5.3902,0.061
6186,Heterocercus aurantiivertex,male,5.4082,0.0064
6187,Heterocercus aurantiivertex,unknown,6.0458,0.0639
6188,Heterocercus flavivertex,female,5.7408,0.0542
6189,Heterocercus flavivertex,male,5.8535,0.0599
6190,Heterocercus flavivertex,unknown,5.8177,0.0623
6191,Heterocercus linteatus,unknown,6.4734,0.0558
6192,Heteromirafra archeri,unknown,5.1687,0.052
6193,Heteromirafra ruddi,unknown,5.1497,0.052
6194,Heteromunia pectoralis,unknown,5.4604,0.0599
6195,Heteromyias albispecularis,female,5.8522,0.0893
6196,Heteromyias albispecularis,unknown,5.6735,0.0537
6197,Heteromyias cinereifrons,unknown,5.6212,0.051
6198,Heteronetta atricapilla,male,5.0165,0.0789
6199,Heteronetta atricapilla,unknown,5.5466,0.0678
6200,Heterophasia auricularis,unknown,6.3227,0.0521
6201,Heterophasia capistrata,unknown,7.1075,0.1032
6202,Heterophasia desgodinsi,male,6.4248,0.0507
6203,Heterophasia desgodinsi,unknown,5.7516,0.0594
6204,Heterophasia gracilis,unknown,5.3285,0.0675
6205,Heterophasia melanoleuca,unknown,6.1295,0.0724
6206,Heterophasia picaoides,unknown,5.451,0.0452
6207,Heterophasia pulchella,unknown,5.9041,0.0558
6208,Heterospingus rubrifrons,unknown,5.4007,0.055
6209,Heterospingus xanthopygius,male,6.3177,0.0794
6210,Heterospingus xanthopygius,unknown,6.0021,0.0503
6211,Hieraaetus ayresii,unknown,6.4616,0.0828
6212,Hieraaetus morphnoides,unknown,6.6226,0.0998
6213,Hieraaetus pennatus,male,6.8223,0.0561
6214,Hieraaetus pennatus,unknown,6.6574,0.0709
6215,Hieraaetus wahlbergi,unknown,6.8711,0.0848
6216,Hieraaetus weiskei,unknown,5.8637,0.0795
6217,Hierococcyx bocki,female,5.141,0.0492
6218,Hierococcyx bocki,unknown,5.4032,0.0523
6219,Hierococcyx fugax,unknown,5.4737,0.0633
6220,Hierococcyx hyperythrus,unknown,5.5538,0.0559
6221,Hierococcyx nisicolor,unknown,5.9699,0.0605
6222,Hierococcyx pectoralis,unknown,5.3475,0.0608
6223,Hierococcyx sparverioides,unknown,4.958,0.051
6224,Hierococcyx vagans,male,6.066,0.0719
6225,Hierococcyx vagans,unknown,5.3575,0.0573
6226,Hierococcyx varius,unknown,5.505,0.0506
6227,Himantopus himantopus,unknown,7.391,0.0912
6228,Himantopus leucocephalus,male,6.2148,0.0532
6229,Himantopus leucocephalus,unknown,6.9097,0.0699
6230,Himantopus mexicanus,male,6.5655,0.0467
6231,Himantopus mexicanus,unknown,6.7876,0.0877
6232,Himantopus novaezelandiae,female,6.2911,0.051
6233,Himantopus novaezelandiae,unknown,6.2856,0.056
6234,Himantornis haematopus,unknown,4.6245,0.0678
6235,Himatione sanguinea,unknown,6.7101,0.0725
6236,Hippolais icterina,male,5.7843,0.0652
6237,Hippolais icterina,unknown,5.3006,0.0592
6238,Hippolais languida,unknown,4.7135,0.0603
6239,Hippolais olivetorum,unknown,4.9448,0.0504
6240,Hippolais polyglotta,male,5.0094,0.0472
6241,Hippolais polyglotta,unknown,5.5824,0.0462
6242,Hirundapus caudacutus,unknown,5.6048,0.0471
6243,Hirundapus celebensis,unknown,4.5265,0.0689
6244,Hirundapus cochinchinensis,unknown,4.8089,0.0616
6245,Hirundapus giganteus,unknown,5.5369,0.0609
6246,Hirundinea ferruginea,unknown,6.0637,0.0544
6247,Hirundo aethiopica,unknown,6.1339,0.0692
6248,Hirundo albigularis,unknown,6.4855,0.0585
6249,Hirundo angolensis,unknown,6.0548,0.065
6250,Hirundo atrocaerulea,female,5.6608,0.0308
6251,Hirundo atrocaerulea,male,6.1115,0.0696
6252,Hirundo atrocaerulea,unknown,5.4539,0.0513
6253,Hirundo dimidiata,unknown,6.1183,0.057
6254,Hirundo domicola,unknown,5.3535,0.0497
6255,Hirundo leucosoma,unknown,5.2235,0.0578
6256,Hirundo lucida,unknown,5.9449,0.0572
6257,Hirundo megaensis,unknown,6.9748,0.1045
6258,Hirundo neoxena,unknown,5.8959,0.0655
6259,Hirundo nigrita,unknown,6.3885,0.0749
6260,Hirundo nigrorufa,unknown,5.4509,0.0536
6261,Hirundo rustica,female,6.618,NA
6262,Hirundo rustica,unknown,6.4512,0.0782
6263,Hirundo smithii,male,5.847,0.0417
6264,Hirundo smithii,unknown,6.4773,0.0535
6265,Hirundo tahitica,unknown,6.7305,0.0695
6266,Histrionicus histrionicus,male,6.0335,0.0309
6267,Histrionicus histrionicus,unknown,6.5084,0.0612
6268,Histurgops ruficauda,unknown,5.4139,0.0502
6269,Horizocerus albocristatus,female,5.6885,0.0176
6270,Horizocerus albocristatus,unknown,5.5299,0.0631
6271,Horizocerus hartlaubi,female,5.6435,0.0373
6272,Horizocerus hartlaubi,male,5.2922,0.0513
6273,Horizocerus hartlaubi,unknown,5.4919,0.0547
6274,Horornis acanthizoides,unknown,5.5251,0.0515
6275,Horornis annae,unknown,5.1547,0.063
6276,Horornis brunnescens,unknown,5.5059,0.0533
6277,Horornis canturians,male,5.5548,0.0595
6278,Horornis canturians,unknown,5.8069,0.0587
6279,Horornis carolinae,unknown,4.5658,0.0717
6280,Horornis diphone,male,5.4615,0.0475
6281,Horornis diphone,unknown,5.2509,0.051
6282,Horornis flavolivaceus,unknown,5.2587,0.0543
6283,Horornis fortipes,unknown,5.3089,0.0602
6284,Horornis haddeni,unknown,4.8476,0.0569
6285,Horornis parens,unknown,4.5656,0.0711
6286,Horornis ruficapilla,unknown,5.5423,0.0662
6287,Horornis seebohmi,unknown,5.1372,0.0596
6288,Horornis vulcanius,unknown,5.445,0.0637
6289,Houbaropsis bengalensis,male,5.3509,0.0563
6290,Houbaropsis bengalensis,unknown,5.0465,0.0602
6291,Humblotia flavirostris,unknown,6.1217,0.0533
6292,Hydrobates pelagicus,unknown,5.4247,0.0534
6293,Hydrochous gigas,unknown,4.4166,0.0719
6294,Hydrocoloeus minutus,unknown,5.7925,0.0601
6295,Hydrophasianus chirurgus,female,6.0273,0.0509
6296,Hydrophasianus chirurgus,unknown,6.0438,0.0601
6297,Hydroprogne caspia,unknown,5.7988,0.0665
6298,Hydropsalis cayennensis,unknown,6.2544,0.0671
6299,Hydropsalis climacocerca,male,6.0893,0.0586
6300,Hydropsalis climacocerca,unknown,5.0114,0.0507
6301,Hydropsalis maculicaudus,male,5.481,0.0331
6302,Hydropsalis maculicaudus,unknown,6.2526,0.0855
6303,Hydropsalis torquata,male,5.9638,0.0468
6304,Hydropsalis torquata,unknown,5.119,0.0469
6305,Hydrornis baudii,male,6.7552,0.1244
6306,Hydrornis baudii,unknown,7.5486,0.0827
6307,Hydrornis caeruleus,female,6.3531,0.0518
6308,Hydrornis caeruleus,unknown,5.6152,0.0527
6309,Hydrornis cyaneus,male,6.682,NA
6310,Hydrornis cyaneus,unknown,7.1359,0.094
6311,Hydrornis elliotii,female,6.8101,0.0851
6312,Hydrornis elliotii,male,7.2348,0.0998
6313,Hydrornis elliotii,unknown,6.8686,0.076
6314,Hydrornis guajanus,female,6.5567,0.0623
6315,Hydrornis guajanus,male,7.422,0.1053
6316,Hydrornis guajanus,unknown,6.9759,0.0823
6317,Hydrornis gurneyi,female,6.552,0.0398
6318,Hydrornis gurneyi,unknown,6.9447,0.0698
6319,Hydrornis irena,female,6.8053,0.0362
6320,Hydrornis irena,male,7.4127,0.0986
6321,Hydrornis irena,unknown,7.2617,0.1096
6322,Hydrornis nipalensis,female,6.2114,0.085
6323,Hydrornis nipalensis,unknown,5.8514,0.0652
6324,Hydrornis oatesi,female,5.4262,0.0264
6325,Hydrornis oatesi,male,6.9665,0.0415
6326,Hydrornis oatesi,unknown,6.6622,0.0687
6327,Hydrornis phayrei,female,6.663,0.0587
6328,Hydrornis phayrei,male,5.8227,0.0556
6329,Hydrornis phayrei,unknown,5.991,0.0617
6330,Hydrornis schneideri,unknown,6.6843,0.0717
6331,Hydrornis schwaneri,male,7.1821,0.094
6332,Hydrornis schwaneri,unknown,7.4912,0.0941
6333,Hydrornis soror,female,6.531,0.0539
6334,Hydrornis soror,male,6.876,0.092
6335,Hydrornis soror,unknown,6.5858,0.0675
6336,Hylacola cauta,unknown,5.3376,0.0632
6337,Hylacola pyrrhopygia,unknown,5.723,0.065
6338,Hylexetastes perrotii,unknown,5.5423,0.0519
6339,Hylexetastes stresemanni,unknown,5.2137,0.0591
6340,Hylia prasina,unknown,4.8323,0.0642
6341,Hyliota australis,male,5.6998,0.0222
6342,Hyliota australis,unknown,5.4588,0.061
6343,Hyliota flavigaster,female,5.0677,0.0363
6344,Hyliota flavigaster,unknown,5.9251,0.0543
6345,Hyliota usambara,unknown,4.9358,0.058
6346,Hyliota violacea,female,5.8652,0.072
6347,Hyliota violacea,male,5.561,NA
6348,Hyliota violacea,unknown,5.6544,0.0607
6349,Hylocharis chrysura,unknown,6.7723,0.0739
6350,Hylocharis cyanus,male,6.8628,0.0643
6351,Hylocharis cyanus,unknown,6.9323,0.1054
6352,Hylocharis eliciae,male,7.029,0.081
6353,Hylocharis eliciae,unknown,7.1834,0.1012
6354,Hylocharis grayi,male,7.0247,0.0928
6355,Hylocharis grayi,unknown,7.6134,0.0951
6356,Hylocharis humboldtii,male,6.8339,0.0797
6357,Hylocharis humboldtii,unknown,6.5778,0.0574
6358,Hylocharis leucotis,male,6.7725,0.1171
6359,Hylocharis leucotis,unknown,7.4158,0.099
6360,Hylocharis sapphirina,male,6.6678,0.0518
6361,Hylocharis sapphirina,unknown,6.9019,0.0899
6362,Hylocharis xantusii,male,7.3109,0.0757
6363,Hylocharis xantusii,unknown,7.1637,0.1191
6364,Hylocichla mustelina,male,5.9373,0.0487
6365,Hylocichla mustelina,unknown,5.4611,0.0468
6366,Hylocitrea bonensis,male,5.2358,0.0468
6367,Hylocitrea bonensis,unknown,4.8778,0.0622
6368,Hylomanes momotula,unknown,7.0468,0.091
6369,Hylonympha macrocerca,female,6.6753,0.0386
6370,Hylonympha macrocerca,unknown,7.4636,0.1001
6371,Hylopezus auricularis,unknown,5.4463,0.0547
6372,Hylopezus berlepschi,unknown,5.5203,0.0543
6373,Hylopezus dives,unknown,5.87,0.0611
6374,Hylopezus fulviventris,unknown,5.6829,0.0583
6375,Hylopezus macularius,unknown,5.9919,0.0606
6376,Hylopezus nattereri,male,5.1787,0.0654
6377,Hylopezus nattereri,unknown,5.687,0.0678
6378,Hylopezus ochroleucus,unknown,5.4323,0.0445
6379,Hylopezus paraensis,unknown,5.1417,0.0653
6380,Hylopezus perspicillatus,unknown,6.0434,0.0637
6381,Hylopezus whittakeri,unknown,5.4746,0.0752
6382,Hylophilus amaurocephalus,unknown,5.8783,0.0553
6383,Hylophilus brunneiceps,unknown,4.9596,0.0488
6384,Hylophilus flavipes,unknown,5.1246,0.0448
6385,Hylophilus olivaceus,unknown,4.6561,0.0548
6386,Hylophilus pectoralis,unknown,5.7766,0.0554
6387,Hylophilus poicilotis,unknown,6.1189,0.058
6388,Hylophilus semicinereus,unknown,5.3556,0.0599
6389,Hylophilus thoracicus,unknown,5.5771,0.0575
6390,Hylophylax naevioides,male,5.7493,0.0364
6391,Hylophylax naevioides,unknown,5.9683,0.0826
6392,Hylophylax naevius,male,6.0362,0.0523
6393,Hylophylax naevius,unknown,5.6569,0.0401
6394,Hylophylax punctulatus,male,5.8773,0.0648
6395,Hylophylax punctulatus,unknown,6.0583,0.066
6396,Hylopsar cupreocauda,unknown,5.5123,0.0602
6397,Hylopsar purpureiceps,unknown,6.5816,0.0624
6398,Hylorchilus navai,unknown,5.342,0.0559
6399,Hylorchilus sumichrasti,unknown,5.6085,0.0411
6400,Hymenolaimus malacorhynchos,unknown,5.3574,0.0626
6401,Hymenops perspicillatus,female,5.4448,0.0451
6402,Hymenops perspicillatus,male,5.2056,0.0392
6403,Hymenops perspicillatus,unknown,5.6266,0.0629
6404,Hypargos margaritatus,male,7.0775,0.0611
6405,Hypargos margaritatus,unknown,7.062,0.109
6406,Hypargos niveoguttatus,male,6.5644,0.0822
6407,Hypargos niveoguttatus,unknown,7.0605,0.0609
6408,Hypergerus atriceps,male,5.8386,0.0332
6409,Hypergerus atriceps,unknown,5.6086,0.0688
6410,Hypnelus ruficollis,unknown,6.0315,0.0615
6411,Hypocnemis cantator,male,5.7956,0.0501
6412,Hypocnemis cantator,unknown,6.3089,0.0637
6413,Hypocnemis flavescens,unknown,5.4617,0.0658
6414,Hypocnemis hypoxantha,unknown,5.7293,0.052
6415,Hypocnemis ochrogyna,unknown,6.1028,0.0599
6416,Hypocnemis peruviana,male,5.8719,0.0422
6417,Hypocnemis peruviana,unknown,5.8951,0.0464
6418,Hypocnemis rondoni,female,5.1578,0.053
6419,Hypocnemis rondoni,male,6.3046,0.0631
6420,Hypocnemis rondoni,unknown,5.3507,0.0383
6421,Hypocnemis striata,male,5.541,0.0612
6422,Hypocnemis striata,unknown,5.7021,0.0595
6423,Hypocnemis subflava,unknown,5.3712,0.056
6424,Hypocnemoides maculicauda,unknown,5.6997,0.0427
6425,Hypocnemoides melanopogon,male,5.6018,0.0521
6426,Hypocnemoides melanopogon,unknown,5.2771,0.0429
6427,Hypocolius ampelinus,female,5.1613,0.032
6428,Hypocolius ampelinus,male,6.3026,0.0216
6429,Hypocolius ampelinus,unknown,5.4846,0.055
6430,Hypocryptadius cinnamomeus,unknown,4.2894,0.077
6431,Hypoedaleus guttatus,male,5.6354,0.0429
6432,Hypoedaleus guttatus,unknown,6.3442,0.0629
6433,Hypopyrrhus pyrohypogaster,unknown,6.4756,0.0645
6434,Hypositta corallirostris,unknown,5.8966,0.0625
6435,Hypothymis azurea,unknown,7.522,0.1119
6436,Hypothymis coelestis,female,6.3805,0.0616
6437,Hypothymis coelestis,male,6.4711,0.0868
6438,Hypothymis coelestis,unknown,7.0628,0.0905
6439,Hypothymis helenae,male,6.2721,0.0464
6440,Hypothymis helenae,unknown,6.7276,0.0769
6441,Hypothymis puella,unknown,6.5532,0.0821
6442,Hypsipetes amaurotis,unknown,5.063,0.0635
6443,Hypsipetes borbonicus,unknown,5.1316,0.0475
6444,Hypsipetes crassirostris,unknown,5.7205,0.0631
6445,Hypsipetes everetti,unknown,4.9746,0.0546
6446,Hypsipetes ganeesa,unknown,5.9348,0.0473
6447,Hypsipetes guimarasensis,unknown,5.124,0.064
6448,Hypsipetes leucocephalus,unknown,5.5938,0.0455
6449,Hypsipetes madagascariensis,unknown,4.7674,0.0659
6450,Hypsipetes mindorensis,unknown,4.2521,0.0664
6451,Hypsipetes moheliensis,unknown,5.2918,0.0602
6452,Hypsipetes nicobariensis,unknown,4.3851,0.083
6453,Hypsipetes olivaceus,unknown,4.9685,0.0431
6454,Hypsipetes parvirostris,unknown,4.8668,0.0631
6455,Hypsipetes philippinus,unknown,4.9603,0.0575
6456,Hypsipetes rufigularis,unknown,4.9829,0.0637
6457,Hypsipetes siquijorensis,unknown,4.7067,0.0649
6458,Hypsipetes thompsoni,unknown,6.6136,0.0574
6459,Ianthocincla albogularis,unknown,6.0443,0.0511
6460,Ianthocincla berthemyi,unknown,6.2454,0.0665
6461,Ianthocincla bieti,unknown,5.1804,0.0652
6462,Ianthocincla caerulata,unknown,5.664,0.0585
6463,Ianthocincla chinensis,unknown,5.7718,0.0584
6464,Ianthocincla cineracea,unknown,6.0753,0.08
6465,Ianthocincla courtoisi,unknown,6.081,0.0622
6466,Ianthocincla davidi,unknown,4.8864,0.056
6467,Ianthocincla delesserti,unknown,5.3839,0.0541
6468,Ianthocincla galbana,unknown,5.2091,0.057
6469,Ianthocincla gularis,unknown,6.0304,0.0603
6470,Ianthocincla konkakinhensis,female,5.5559,0.0464
6471,Ianthocincla konkakinhensis,male,5.9699,0.0797
6472,Ianthocincla konkakinhensis,unknown,6.0368,0.0355
6473,Ianthocincla koslowi,unknown,5.7859,0.0619
6474,Ianthocincla lanceolata,unknown,4.944,0.0583
6475,Ianthocincla lunulata,unknown,6.0057,0.0764
6476,Ianthocincla maxima,unknown,5.7224,0.0659
6477,Ianthocincla mitrata,unknown,6.273,0.0623
6478,Ianthocincla nuchalis,unknown,5.7959,0.0631
6479,Ianthocincla ocellata,unknown,6.4553,0.0715
6480,Ianthocincla pectoralis,unknown,5.8476,0.0649
6481,Ianthocincla poecilorhyncha,unknown,5.9111,0.0555
6482,Ianthocincla ruficeps,unknown,5.7585,0.0487
6483,Ianthocincla ruficollis,female,6.453,0.0688
6484,Ianthocincla ruficollis,unknown,5.9354,0.0477
6485,Ianthocincla rufogularis,unknown,6.3525,0.0658
6486,Ianthocincla sannio,unknown,6.0492,0.0617
6487,Ianthocincla sukatschewi,unknown,5.1773,0.0551
6488,Ianthocincla treacheri,unknown,6.3288,0.0686
6489,Ianthocincla vassali,unknown,5.5128,0.0542
6490,Ianthocincla waddelli,unknown,4.5988,0.0608
6491,Ianthocincla woodi,unknown,5.1837,0.0566
6492,Ibidorhyncha struthersii,unknown,6.1446,0.0582
6493,Ibycter americanus,unknown,6.0932,0.0542
6494,Ichthyaetus audouinii,unknown,5.5396,0.0488
6495,Ichthyaetus hemprichii,unknown,4.7289,0.053
6496,Ichthyaetus ichthyaetus,unknown,5.6636,0.055
6497,Ichthyaetus leucophthalmus,unknown,4.9057,0.0599
6498,Ichthyaetus melanocephalus,unknown,5.3218,0.04
